,Unnamed: 0,Fuel,T(K),T_Error(%),P(atm),P_Error(%),Fuel(%),Oxidizer(%),Diluant(%),Equv(phi),Diluant Type,Time(μs),Mode_of_measurement,Species_name,Species_measurement_Error,Measured_wavelength(nm),Shocktube_dia(cm),Research_group,Data_Source,Primary_C,Secondary_C,Tertiary_C,Quaternary_C,Other_Atom,P_P,P_S,P_T,P_Q,S_S,S_T,S_Q,T_T,T_Q,Q_Q,P_H,S_H,T_H,label
539,673,CCCCCCC,1394,±1,4.22,,0.4,4.4,95.2,1.0,Ar,227,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
540,674,CCCCCCC,1463,±1,4.11,,0.4,4.4,95.2,1.0,Ar,103,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
541,675,CCCCCCC,1413,±1,4.16,,0.4,4.4,95.2,1.0,Ar,183,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
542,676,CCCCCCC,1378,±1,1.15,,0.8,8.8,90.4,1.0,Ar,385,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
543,677,CCCCCCC,1426,±1,1.17,,0.8,8.8,90.4,1.0,Ar,208,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
544,678,CCCCCCC,1335,±1,1.3,,1.2,13.2,85.6,1.0,Ar,466,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
545,679,CCCCCCC,1455,±1,1.22,,1.2,13.2,85.6,1.0,Ar,115,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
546,680,CCCCCCC,1421,±1,1.19,,1.2,13.2,85.6,1.0,Ar,163,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
547,681,CCCCCCC,1349,±1,1.2,,1.2,13.2,85.6,1.0,Ar,411,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
548,682,CCCCCCC,1409,±1,1.27,,1.2,13.2,85.6,1.0,Ar,179,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
549,683,CCCCCCC,1465,±1,1.14,,1.2,8.8,90.0,1.5,Ar,189,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
550,684,CCCCCCC,1461,±1,1.23,,1.2,8.8,90.0,1.5,Ar,189,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
551,685,CCCCCCC,1409,±1,1.27,,1.2,8.8,90.0,1.5,Ar,321,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
552,686,CCCCCCC,1411,±1,1.29,,1.2,8.8,90.0,1.5,Ar,311,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
553,687,CCCCCCC,1386,±1,1.24,,1.75,19.7,78.55,1.0,Ar,177,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
554,688,CCCCCCC,1329,±1,1.19,,1.75,19.7,78.55,1.0,Ar,382,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
555,689,CCCCCCC,1330,±1,1.16,,1.75,19.7,78.55,1.0,Ar,382,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
556,690,CCCCCCC,1501,±1,2.08,,0.2,2.2,97.6,1.0,Ar,150,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
557,691,CCCCCCC,1468,±1,2.13,,0.2,2.2,97.6,1.0,Ar,216,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
558,692,CCCCCCC,1432,±1,2.15,,0.2,2.2,97.6,1.0,Ar,345,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
559,693,CCCCCCC,1547,±1,2.07,,0.2,2.2,97.6,1.0,Ar,100,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
560,694,CCCCCCC,1375,±1,5.68,,0.4,4.4,95.2,1.0,Ar,271,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
561,695,CCCCCCC,1431,±1,5.71,,0.4,4.4,95.2,1.0,Ar,120,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
562,696,CCCCCCC,1400,±1,5.63,,0.4,4.4,95.2,1.0,Ar,190,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
563,697,CCCCCCC,1421,±1,5.69,,0.4,4.4,95.2,1.0,Ar,138,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
564,698,CCCCCCC,1372,±1,5.57,,0.4,4.4,95.2,1.0,Ar,279,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
565,699,CCCCCCC,1442,±1,5.65,,0.4,4.4,95.2,1.0,Ar,117,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
566,700,CCCCCCC,1419,±1,5.41,,0.4,4.4,95.2,1.0,Ar,158,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
567,701,CCCCCCC,1423,±1,1.2,,1.2,6.6,92.2,2.0,Ar,486,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
568,702,CCCCCCC,1516,±1,1.21,,1.2,6.6,92.2,2.0,Ar,205,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
569,703,CCCCCCC,1456,±1,1.2,,1.2,6.6,92.2,2.0,Ar,361,Species,CH,±5,431.0,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
576,710,CCCCCCC,1249,±1.8,1.97,,1.874,20.6,77.52600000000001,1.0,N2,298,Species,OH,,306.7,5.0,Stanford,blend_surrogate_fuels,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
577,711,CCCCCCC,1299,±1.8,1.89,,1.874,20.6,77.52600000000001,1.0,N2,311,Species,OH,,306.7,5.0,Stanford,blend_surrogate_fuels,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
578,712,CCCCCCC,1358,±1.8,1.85,,1.874,20.6,77.52600000000001,1.0,N2,152,Species,OH,,306.7,5.0,Stanford,blend_surrogate_fuels,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
579,713,CCCCCCC,1378,±1.8,1.99,,1.874,20.6,77.52600000000001,1.0,N2,117,Species,OH,,306.7,5.0,Stanford,blend_surrogate_fuels,2,5,,,,0,2,0,0,4,0,0,0,0,0,6,10,0,2
