Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
1.0,0.55,0.14,0.27,0.046,2.9000000000000004,0.22,0.104,9.949,0.33399999999999996,0.44,0.09
1.0,0.82,0.22,0.36,0.068,3.4000000000000004,0.12,0.09,9.943999999999999,0.301,0.38,0.105
1.0,0.9199999999999999,0.25,0.34,0.012,2.6,0.31,0.093,9.916,0.29300000000000004,0.37,0.113
1.0,0.6,0.2,0.33,0.011000000000000001,3.9,0.45,0.126,9.905100000000001,0.331,0.45,0.11599999999999999
1.0,0.65,0.43,0.28,0.1125,3.2,0.31,0.087,9.922,0.302,0.38,0.124
1.0,0.44000000000000006,0.46,0.1,0.027999999999999997,2.4,0.31,0.111,9.8816,0.348,0.34,0.131
1.0,0.64,0.35,0.28,0.126,3.9,0.19,0.124,9.9539,0.32,0.43,0.106
1.0,0.74,0.38,0.34,0.083,5.2,0.44,0.168,9.9627,0.311,0.52,0.092
1.0,0.8800000000000001,0.17,0.38,0.018000000000000002,4.0,0.39,0.148,9.942,0.316,0.67,0.102
1.0,0.61,0.28,0.25,0.129,5.4,0.34,0.189,9.979,0.325,0.43,0.09
1.0,0.9,0.29,0.34,0.121,3.0,0.34,0.177,9.9706,0.313,0.47,0.106
1.0,0.67,0.37,0.25,0.025,2.8000000000000003,0.24,0.084,9.909,0.314,0.36,0.11699999999999999
1.0,0.73,0.18,0.65,0.013999999999999999,4.6,0.28,0.157,9.946,0.333,0.62,0.094
1.0,0.6900000000000001,0.18,0.38,0.065,3.9,0.2,0.11,9.943,0.31,0.42,0.105
1.0,0.53,0.2,0.31,0.036000000000000004,3.6000000000000005,0.22,0.091,9.9278,0.341,0.5,0.098
1.0,0.6599999999999999,0.25,0.36,0.081,4.5,0.54,0.18,9.958,0.308,0.42,0.092
1.0,0.82,0.2,0.49,0.035,5.7,0.14,0.108,9.928,0.319,0.35,0.115
1.0,0.86,0.22,0.33,0.012,3.1,0.38,0.095,9.9239,0.28300000000000003,0.31,0.10300000000000001
1.0,0.6599999999999999,0.22,0.28,0.12050000000000001,5.800000000000001,0.25,0.125,9.9856,0.34500000000000003,0.45,0.094
1.0,0.65,0.18,0.29,0.017,3.5000000000000004,0.39,0.144,9.927,0.34900000000000003,0.5,0.105
1.0,0.71,0.26,0.34,0.14400000000000002,6.7,0.35,0.189,9.986,0.307,0.53,0.091
1.0,0.72,0.24,0.27,0.114,3.4000000000000004,0.4,0.174,9.9773,0.32,0.44,0.09
1.0,0.65,0.26,0.5,0.08,5.1,0.46,0.197,9.9536,0.318,0.47,0.095
1.0,0.72,0.2,0.25,0.045,4.3999999999999995,0.31,0.109,9.949,0.323,0.36,0.094
1.0,0.6599999999999999,0.3,0.24,0.012,3.4000000000000004,0.17,0.121,9.933,0.313,0.36,0.092
1.0,0.62,0.23,0.36,0.172,3.9,0.37,0.13,9.9946,0.323,0.43,0.08800000000000001
1.0,0.72,0.26,0.3,0.021,3.3000000000000003,0.5,0.158,9.909,0.333,0.43,0.121
1.0,0.71,0.38,0.29,0.136,4.1000000000000005,0.3,0.137,9.9461,0.302,0.96,0.121
1.0,0.64,0.29,0.44,0.036000000000000004,20.0,0.75,0.181,9.942,0.302,0.41,0.091
1.0,0.72,0.31,0.35,0.07200000000000001,4.6,0.45,0.178,9.955,0.314,0.53,0.09699999999999999
1.0,0.6900000000000001,0.44,0.42,0.085,4.8,0.1,0.147,9.974,0.33199999999999996,0.46,0.095
1.0,0.73,0.18,0.29,0.012,4.3999999999999995,0.12,0.143,9.918,0.32,0.48,0.113
1.0,0.82,0.22,0.3,0.018000000000000002,4.7,0.47,0.185,9.933,0.313,0.5,0.102
1.0,0.6,0.17,0.3,0.073,3.9,0.39,0.104,9.9252,0.29100000000000004,0.57,0.11
1.0,0.77,0.32,0.61,0.11800000000000001,4.1000000000000005,0.66,0.188,9.9794,0.3,0.54,0.09300000000000001
1.0,0.72,0.32,0.36,0.02,3.3000000000000003,0.37,0.114,9.906,0.31,0.71,0.12300000000000001
1.0,0.7,0.16,0.32,0.083,4.5,0.38,0.126,9.958,0.321,0.34,0.092
1.0,0.73,0.23,0.41,0.146,4.8,0.73,0.223,9.9863,0.316,0.71,0.094
1.0,0.6900000000000001,0.14,0.29,0.099,5.6000000000000005,0.3,0.091,9.9512,0.319,0.33,0.099
1.0,0.65,0.33,0.3,0.038,3.6000000000000005,0.34,0.088,9.902800000000001,0.325,0.63,0.125
1.0,0.6900000000000001,0.43,0.28,0.094,5.6000000000000005,0.29,0.183,9.9594,0.317,0.43,0.094
1.0,0.71,0.3,0.46,0.015,6.6000000000000005,0.29,0.133,9.906,0.312,0.54,0.127
1.0,0.6900000000000001,0.4,0.17,0.129,3.3000000000000003,0.59,0.186,9.9754,0.308,0.49,0.094
1.0,0.79,0.22,0.24,0.046,4.3999999999999995,0.39,0.159,9.927,0.29900000000000004,0.28,0.115
1.0,0.65,0.28,0.27,0.052000000000000005,4.0,0.44,0.179,9.948,0.319,0.69,0.094
1.0,0.6799999999999999,0.21,0.26,0.11699999999999999,3.8,0.61,0.152,9.9523,0.302,0.56,0.105
1.0,0.65,0.37,0.33,0.039,2.7,0.4,0.13,9.906,0.32799999999999996,0.39,0.127
1.0,0.5700000000000001,0.41,0.21,0.019,4.8,0.3,0.112,9.9138,0.329,0.55,0.11199999999999999
1.0,0.78,0.3,0.4,0.018000000000000002,2.8000000000000003,0.23,0.122,9.914,0.314,0.39,0.109
1.0,0.67,0.54,0.28,0.054000000000000006,6.0,0.21,0.105,9.949,0.327,0.37,0.09
1.0,0.7,0.33,0.32,0.012,5.3,0.38,0.138,9.906,0.313,0.28,0.11199999999999999
1.0,0.65,0.08,0.33,0.019,2.8000000000000003,0.23,0.093,9.91,0.33399999999999996,0.7,0.12
1.0,0.62,0.36,0.22,0.0525,3.8,0.44,0.145,9.9184,0.322,0.4,0.11199999999999999
1.0,0.64,0.24,0.32,0.0095,4.1000000000000005,0.23,0.131,9.9033,0.325,0.35,0.11800000000000001
1.0,0.71,0.2,0.3,0.009000000000000001,1.9,0.04,0.028,9.8931,0.32,0.36,0.12
1.0,0.7,0.22,0.33,0.021,5.2,0.15,0.076,9.93,0.32,0.41,0.106
1.0,0.51,0.26,0.33,0.011000000000000001,2.7,0.46,0.113,9.8946,0.335,0.43,0.114
1.0,0.9,0.27,0.35,0.049,2.8000000000000003,0.27,0.095,9.932,0.304,0.4,0.113
1.0,0.74,0.24,0.4,0.043,3.2,0.09,0.095,9.92,0.309,0.39,0.111
1.0,0.6599999999999999,0.17,0.3,0.011000000000000001,3.1,0.13,0.073,9.9095,0.317,0.58,0.11
1.0,0.6900000000000001,0.19,0.38,0.0115,2.3,0.3,0.105,9.9047,0.311,0.38,0.114
1.0,0.61,0.2,0.34,0.095,4.1000000000000005,0.38,0.201,9.95,0.314,0.44,0.10099999999999999
1.0,0.74,0.18,0.34,0.027000000000000003,3.0,0.3,0.107,9.92,0.29700000000000004,0.53,0.11
1.0,0.79,0.18,0.36,0.059000000000000004,5.800000000000001,0.31,0.132,9.95,0.325,0.52,0.109
1.0,0.71,0.32,0.24,0.131,5.0,0.52,0.204,9.98,0.31,0.49,0.08800000000000001
1.0,0.6799999999999999,0.26,0.32,0.07,4.1000000000000005,0.38,0.118,9.939,0.325,0.52,0.10800000000000001
1.0,0.65,0.18,0.26,0.013999999999999999,4.1000000000000005,0.4,0.141,9.940999999999999,0.33399999999999996,0.72,0.095
1.0,0.65,0.33,0.3,0.038,3.6000000000000005,0.34,0.088,9.902800000000001,0.325,0.63,0.125
1.0,0.99,0.49,0.23,0.024,8.7,0.19,0.115,9.948,0.277,0.44,0.094
1.0,0.62,0.16,0.34,0.017,3.8,0.85,0.153,9.909,0.333,0.86,0.12
1.0,1.0,0.91,0.42,0.016,5.6000000000000005,0.34,0.181,9.968,0.311,0.46,0.1
1.0,0.6,0.21,0.3,0.087,3.6000000000000005,0.47,0.127,9.9368,0.318,0.39,0.106
1.0,0.58,0.32,0.28,0.043,3.2,0.46,0.115,9.8946,0.316,0.57,0.13
1.0,0.71,0.32,0.24,0.131,5.0,0.52,0.204,9.98,0.31,0.49,0.08800000000000001
1.0,0.76,0.27,0.52,0.032,4.3,0.28,0.152,9.9129,0.302,0.53,0.114
1.0,0.61,0.25,0.24,0.121,4.6,0.51,0.172,9.98,0.335,0.45,0.095
1.0,0.76,0.29,0.26,0.065,4.2,0.32,0.16,9.943999999999999,0.314,0.47,0.107
1.0,0.5700000000000001,0.23,0.28,0.0965,2.5,0.26,0.121,9.925,0.32799999999999996,0.38,0.113
1.0,0.7,0.28,0.33,0.146,4.3,0.47,0.168,9.994,0.33399999999999996,0.67,0.08800000000000001
1.0,0.5900000000000001,0.35,0.47,0.022000000000000002,11.0,0.14,0.138,9.932,0.309,0.5,0.091
1.0,0.76,0.2,0.34,0.018000000000000002,4.1000000000000005,0.42,0.148,9.933499999999999,0.335,0.66,0.111
1.0,0.5900000000000001,0.24,0.34,0.02,3.7000000000000006,0.4,0.108,9.8948,0.319,0.5,0.12300000000000001
1.0,0.75,0.33,0.28,0.049,4.2,0.21,0.155,9.9385,0.33599999999999997,0.57,0.109
1.0,0.54,0.22,0.29,0.012,4.5,0.69,0.152,9.9178,0.376,0.63,0.11
1.0,0.79,0.34,0.44,0.065,2.7,0.47,0.126,9.9124,0.296,0.37,0.125
1.0,0.5900000000000001,0.24,0.3,0.02,3.3000000000000003,0.28,0.092,9.9225,0.339,0.69,0.109
1.0,0.63,0.19,0.33,0.10099999999999999,6.3,0.63,0.133,9.9561,0.286,0.41,0.091
1.0,0.6799999999999999,0.15,0.33,0.047,5.8999999999999995,0.31,0.118,9.956,0.343,0.39,0.09
1.0,0.6799999999999999,0.52,0.26,0.057,3.8,0.27,0.13,9.9,0.311,0.27,0.13
1.0,0.65,0.46,0.41,0.168,8.4,0.59,0.222,9.993,0.318,0.58,0.09
1.0,0.82,0.38,0.49,0.136,4.2,0.58,0.166,9.9855,0.31,0.54,0.094
1.0,0.67,0.27,0.33,0.036000000000000004,3.4000000000000004,0.09,0.045,9.9144,0.308,0.4,0.105
1.0,0.7,0.23,0.36,0.071,2.8000000000000003,0.31,0.104,9.922,0.335,0.47,0.121
1.0,0.6900000000000001,0.24,0.4,0.154,5.2,0.81,0.198,9.986,0.32,0.69,0.094
1.0,0.72,0.26,0.38,0.015,6.1,0.12,0.12,9.9192,0.318,0.46,0.10400000000000001
1.0,0.6599999999999999,0.33,0.4,0.0265,4.1000000000000005,0.35,0.086,9.8916,0.311,0.39,0.133
1.0,0.6599999999999999,0.2,0.27,0.109,3.8,0.29,0.13,9.9496,0.311,0.44,0.105
1.0,0.62,0.17,0.28,0.047,3.7000000000000006,0.39,0.133,9.931,0.341,0.46,0.10800000000000001
1.0,0.74,0.34,0.3,0.149,3.7000000000000006,0.7,0.169,9.9698,0.325,0.37,0.10400000000000001
1.0,0.5700000000000001,0.16,0.32,0.012,3.6000000000000005,0.07,0.089,9.911100000000001,0.32599999999999996,0.48,0.11
1.0,0.63,0.22,0.27,0.045,3.6000000000000005,0.81,0.157,9.928,0.305,0.76,0.107
1.0,0.78,0.28,0.32,0.09,3.6000000000000005,0.34,0.115,9.952,0.317,0.39,0.10300000000000001
1.0,0.72,0.22,0.49,0.01,4.5,0.34,0.14,9.9,0.305,0.34,0.127
1.0,0.77,0.3,0.32,0.016,3.7000000000000006,0.23,0.124,9.919,0.29300000000000004,0.33,0.11
1.0,0.67,0.18,0.28,0.102,3.9,0.29,0.115,9.9469,0.311,0.45,0.109
1.0,0.65,0.29,0.25,0.106,3.9,0.32,0.12,9.962,0.331,0.34,0.10099999999999999
1.0,0.78,0.28,0.31,0.021,4.6,0.28,0.208,9.9434,0.323,0.64,0.098
1.0,0.64,0.22,0.34,0.013999999999999999,2.3,0.56,0.115,9.8958,0.318,0.7,0.11699999999999999
1.0,0.73,0.23,0.34,0.09300000000000001,5.2,0.19,0.086,9.9574,0.304,0.56,0.1
1.0,0.72,0.4,0.49,0.011000000000000001,4.8,0.11,0.138,9.929,0.301,0.42,0.09300000000000001
1.0,0.67,0.15,0.32,0.079,3.4000000000000004,0.17,0.081,9.9512,0.329,0.31,0.1
1.0,0.62,0.36,0.32,0.04,3.6000000000000005,0.44,0.092,9.8936,0.32,0.5,0.133
1.0,0.72,0.17,0.34,0.064,4.2,0.16,0.111,9.9278,0.29900000000000004,0.4,0.10800000000000001
1.0,0.71,0.33,0.3,0.033,3.4000000000000004,0.3,0.102,9.911999999999999,0.308,0.31,0.12300000000000001
1.0,0.6900000000000001,0.44,0.18,0.11800000000000001,5.1,0.26,0.126,9.975000000000001,0.323,0.48,0.091
1.0,0.6900000000000001,0.29,0.4,0.1945,4.3,0.36,0.156,9.996,0.29300000000000004,0.47,0.08900000000000001
1.0,0.6599999999999999,0.15,0.34,0.01,3.7000000000000006,0.45,0.079,9.8949,0.296,0.5,0.11699999999999999
1.0,0.82,0.38,0.49,0.136,4.2,0.58,0.166,9.9855,0.31,0.54,0.094
1.0,0.6900000000000001,0.25,0.35,0.092,3.4000000000000004,0.42,0.15,9.947000000000001,0.321,0.36,0.115
1.0,0.64,0.26,0.26,0.011000000000000001,5.2,0.22,0.176,9.9304,0.309,0.54,0.09300000000000001
1.0,0.73,0.19,0.68,0.015,5.0,0.31,0.156,9.946,0.33199999999999996,0.64,0.094
1.0,0.76,0.27,0.32,0.012,4.3,0.23,0.072,9.9236,0.306,0.68,0.105
1.0,0.62,0.36,0.22,0.0525,3.8,0.44,0.145,9.9184,0.322,0.4,0.11199999999999999
1.0,0.53,0.165,0.24,0.011000000000000001,5.1,0.25,0.105,9.925,0.33199999999999996,0.47,0.091
1.0,0.6599999999999999,0.27,0.25,0.031,5.2,0.41,0.188,9.915000000000001,0.324,0.4,0.113
1.0,0.9,0.26,0.34,0.067,2.9000000000000004,0.21,0.162,9.9497,0.308,0.5,0.106
1.0,0.64,0.28,0.29,0.016,5.2,0.34,0.127,9.929,0.348,0.56,0.105
1.0,0.72,0.6,0.2,0.099,7.000000000000001,0.21,0.174,9.971,0.303,0.54,0.091
1.0,0.73,0.15,0.4,0.02,5.0,0.24,0.092,9.932,0.314,0.45,0.105
1.0,0.97,0.24,0.45,0.012,3.3000000000000003,0.11,0.059,9.926,0.274,0.47,0.10800000000000001
1.0,0.72,0.16,0.26,0.071,5.4,0.41,0.224,9.966000000000001,0.33799999999999997,0.55,0.10099999999999999
1.0,0.78,0.4,0.49,0.078,6.0,0.34,0.162,9.966000000000001,0.32599999999999996,0.58,0.113
1.0,0.62,0.28,0.51,0.079,5.6000000000000005,0.49,0.206,9.956,0.318,0.52,0.094
1.0,0.7,0.23,0.28,0.027000000000000003,5.3,0.16,0.092,9.9372,0.318,0.56,0.09300000000000001
1.0,0.5700000000000001,0.22,0.22,0.16649999999999998,4.3999999999999995,0.39,0.11,9.9855,0.324,0.48,0.09
1.0,0.71,0.2,0.35,0.032,3.4000000000000004,0.21,0.107,9.9195,0.311,0.54,0.111
1.0,0.58,0.31,0.31,0.075,5.2,0.55,0.23,9.949,0.319,0.46,0.098
1.0,0.79,0.64,0.46,0.106,24.4,0.33,0.227,9.983,0.28700000000000003,0.74,0.091
1.0,0.6599999999999999,0.295,0.24,0.016,3.9,0.29,0.14,9.9304,0.335,0.61,0.10400000000000001
1.0,0.77,0.28,0.63,0.111,3.9,0.58,0.179,9.979,0.308,0.44,0.08800000000000001
1.0,0.67,0.26,0.26,0.040999999999999995,7.3,0.36,0.202,9.956,0.32999999999999996,0.67,0.095
1.0,0.61,0.43,0.35,0.091,5.8999999999999995,0.83,0.249,9.971,0.337,0.5,0.085
1.0,0.75,0.29,0.67,0.081,3.7000000000000006,0.53,0.166,9.966000000000001,0.29,0.41,0.08900000000000001
1.0,0.62,0.28,0.41,0.05,4.3,0.5,0.188,9.931799999999999,0.323,0.64,0.10800000000000001
1.0,0.65,0.43,0.28,0.12,5.6000000000000005,0.23,0.174,9.986,0.331,0.55,0.09300000000000001
1.0,0.67,0.24,0.36,0.084,4.2,0.42,0.123,9.9473,0.33399999999999996,0.52,0.109
1.0,0.74,0.19,0.31,0.145,4.5,0.39,0.193,9.986,0.31,0.5,0.092
1.0,0.79,0.37,0.31,0.0285,3.7000000000000006,0.05,0.024,9.911,0.319,0.36,0.11900000000000001
1.0,0.8,0.16,0.36,0.015,3.3000000000000003,0.14,0.122,9.940999999999999,0.32,0.39,0.10300000000000001
1.0,0.71,0.64,0.49,0.018000000000000002,5.0,0.17,0.128,9.946,0.331,0.58,0.106
1.0,0.78,0.445,0.56,0.01,4.0,0.08,0.084,9.938,0.325,0.43,0.10800000000000001
1.0,0.5900000000000001,0.28,0.39,0.013999999999999999,3.1,0.47,0.147,9.8836,0.308,0.64,0.129
1.0,0.67,0.25,0.33,0.028999999999999998,5.7,0.52,0.173,9.934,0.302,0.48,0.095
1.0,0.5599999999999999,0.205,0.16,0.1255,5.1,0.31,0.115,9.9564,0.33999999999999997,0.38,0.10800000000000001
1.0,0.54,0.23,0.36,0.015,3.0,0.74,0.121,9.8976,0.324,0.99,0.121
1.0,0.64,0.25,0.41,0.086,4.2,0.57,0.173,9.965,0.3,0.44,0.091
1.0,0.71,0.18,0.39,0.145,5.1,0.48,0.156,9.9947,0.335,0.78,0.091
1.0,0.6900000000000001,0.26,0.38,0.105,4.3999999999999995,0.33,0.139,9.9517,0.306,0.5,0.10300000000000001
1.0,0.76,0.35,0.46,0.147,4.7,0.33,0.151,9.9709,0.303,0.53,0.10300000000000001
1.0,0.75,0.25,0.32,0.08199999999999999,2.4,0.53,0.209,9.9563,0.312,0.46,0.10800000000000001
1.0,0.62,0.24,0.29,0.133,3.9,0.49,0.13,9.952,0.333,0.46,0.11
1.0,0.73,0.19,0.27,0.139,5.7,0.45,0.155,9.9807,0.294,0.41,0.08800000000000001
1.0,0.67,0.21,0.34,0.015,3.5000000000000004,0.45,0.123,9.8949,0.324,0.36,0.126
1.0,0.67,0.25,0.23,0.07200000000000001,3.8,0.61,0.22,9.952,0.314,0.35,0.095
1.0,0.76,0.17,0.36,0.045,4.2,0.26,0.102,9.9427,0.309,0.47,0.095
1.0,0.67,0.15,0.32,0.079,3.4000000000000004,0.17,0.081,9.9512,0.329,0.31,0.1
1.0,0.6799999999999999,0.18,0.28,0.098,3.9,0.29,0.113,9.9406,0.311,0.45,0.109
1.0,0.64,0.27,0.32,0.045,24.0,0.61,0.174,9.948,0.312,0.48,0.094
1.0,0.8400000000000001,0.28,0.4,0.08900000000000001,4.8,0.33,0.146,9.988,0.33999999999999997,0.46,0.09300000000000001
1.0,0.64,0.23,0.33,0.0115,4.3999999999999995,0.155,0.2175,9.92,0.333,0.44,0.11
1.0,0.64,0.26,0.24,0.064,4.0,0.27,0.124,9.902999999999999,0.322,0.49,0.126
1.0,0.72,0.21,1.0,0.011000000000000001,15.4,0.46,0.114,9.931,0.29500000000000004,0.43,0.092
1.0,0.62,0.25,0.21,0.1555,3.9,0.28,0.159,9.982,0.348,0.64,0.096
1.0,0.8099999999999999,0.31,0.36,0.08199999999999999,2.8000000000000003,0.29,0.142,9.925,0.301,0.34,0.13
1.0,0.7,0.21,0.34,0.08,5.7,0.19,0.101,9.953999999999999,0.29900000000000004,0.59,0.094
1.0,0.64,0.29,0.28,0.111,6.3,0.66,0.169,9.972999999999999,0.28900000000000003,0.57,0.09
1.0,0.5900000000000001,0.2,0.28,0.128,3.8,0.29,0.132,9.9426,0.331,0.57,0.11800000000000001
1.0,0.6799999999999999,0.21,0.36,0.18100000000000002,4.6,0.32,0.133,10.0,0.327,0.48,0.08800000000000001
1.0,0.64,0.25,0.74,0.078,4.5,0.52,0.209,9.956,0.321,0.42,0.092
1.0,0.76,0.32,0.35,0.016,9.2,0.24,0.138,9.9438,0.319,0.44,0.098
1.0,0.6900000000000001,0.4,0.42,0.062,6.6000000000000005,0.41,0.176,9.9552,0.312,0.54,0.094
1.0,0.6599999999999999,0.25,0.51,0.08,4.7,0.61,0.189,9.9604,0.322,0.49,0.092
1.0,0.6799999999999999,0.15,0.41,0.129,4.3999999999999995,0.795,0.183,9.9742,0.324,0.78,0.102
1.0,0.64,0.17,0.34,0.015,9.3,0.43,0.136,9.938,0.325,0.49,0.096
1.0,0.63,0.3,0.34,0.016,4.9,0.14,0.132,9.94,0.32999999999999996,0.49,0.095
1.0,0.75,0.24,0.31,0.131,5.0,0.26,0.18,9.988399999999999,0.305,0.53,0.091
1.0,0.65,0.21,0.28,0.013999999999999999,4.6,0.26,0.066,9.9199,0.343,0.48,0.111
1.0,0.6900000000000001,0.23,0.24,0.142,5.3,0.19,0.094,9.982,0.317,0.5,0.096
1.0,0.61,0.36,0.58,0.15,4.3999999999999995,0.42,0.115,9.978,0.315,0.51,0.09
1.0,0.61,0.32,0.28,0.066,2.1,0.29,0.132,9.9188,0.315,0.36,0.11449999999999999
1.0,0.77,0.3,0.26,0.1895,5.3,0.36,0.174,9.9976,0.32,0.5,0.10400000000000001
1.0,0.65,0.17,0.54,0.085,8.2,0.64,0.163,9.959,0.28900000000000003,0.39,0.08800000000000001
1.0,0.61,0.33,0.32,0.078,5.2,0.52,0.183,9.9657,0.339,0.65,0.095
1.0,0.78,0.3,0.29,0.1685,5.4,0.23,0.135,9.998000000000001,0.316,0.38,0.09
1.0,0.6599999999999999,0.2,0.32,0.011000000000000001,3.9,0.25,0.078,9.926,0.339,0.54,0.102
1.0,0.75,0.31,0.51,0.14800000000000002,3.9,0.62,0.204,9.982,0.306,0.6,0.095
1.0,0.6900000000000001,0.38,0.32,0.085,4.3999999999999995,0.36,0.152,9.932,0.33799999999999997,0.35,0.12
1.0,0.6,0.26,0.29,0.031,4.1000000000000005,0.37,0.144,9.8944,0.322,0.39,0.128
1.0,0.6599999999999999,0.13,0.29,0.139,5.6000000000000005,0.33,0.095,9.9702,0.317,0.39,0.094
1.0,0.6799999999999999,0.29,0.5,0.133,5.3,0.48,0.194,9.974,0.309,0.45,0.094
1.0,0.5700000000000001,0.25,0.26,0.125,4.9,0.525,0.106,9.9691,0.308,0.45,0.094
1.0,0.71,0.22,0.33,0.027999999999999997,3.3000000000000003,0.48,0.153,9.899000000000001,0.315,0.38,0.127
1.0,0.62,0.29,0.32,0.036000000000000004,2.6,0.39,0.138,9.892,0.331,0.37,0.131
1.0,0.7,0.28,0.28,0.013999999999999999,3.9,0.12,0.083,9.917300000000001,0.318,0.65,0.111
1.0,0.6,0.16,0.3,0.067,4.3,0.43,0.153,9.951,0.363,0.46,0.106
1.0,0.72,0.2,0.61,0.162,4.3,0.14,0.103,9.987,0.306,0.36,0.092
1.0,0.6799999999999999,0.17,0.34,0.02,4.0,0.38,0.111,9.9,0.324,0.45,0.129
1.0,0.73,0.29,0.37,0.083,4.3999999999999995,0.45,0.227,9.966000000000001,0.312,0.47,0.09
1.0,0.6,0.495,0.27,0.05,15.7,0.17,0.129,9.939599999999999,0.303,0.36,0.09300000000000001
1.0,0.77,0.34,0.28,0.11,4.0,0.31,0.117,9.9815,0.327,0.29,0.092
1.0,0.72,0.615,0.1,0.013999999999999999,6.800000000000001,0.25,0.154,9.9499,0.32,0.48,0.09699999999999999
1.0,0.52,0.155,0.33,0.016,2.8000000000000003,0.13,0.059,9.8975,0.32999999999999996,0.84,0.11900000000000001
1.0,0.75,0.24,0.29,0.011000000000000001,4.6,0.34,0.084,9.902,0.304,0.39,0.11449999999999999
1.0,0.67,0.28,0.34,0.08900000000000001,4.8,0.32,0.111,9.945500000000001,0.325,0.54,0.11
1.0,0.71,0.18,0.39,0.145,5.1,0.48,0.156,9.9947,0.335,0.78,0.091
1.0,0.72,0.23,0.39,0.142,5.800000000000001,0.49,0.192,9.979,0.298,0.48,0.09
1.0,0.72,0.39,0.54,0.013999999999999999,15.7,0.34,0.132,9.9449,0.311,0.53,0.09
1.0,0.6599999999999999,0.435,0.38,0.092,5.800000000000001,0.66,0.243,9.9833,0.323,0.54,0.091
1.0,0.85,0.28,0.34,0.138,4.1000000000000005,0.32,0.161,9.981,0.313,0.4,0.099
1.0,0.7,0.3,0.49,0.047,3.6000000000000005,0.17,0.105,9.916,0.32599999999999996,0.68,0.124
1.0,0.74,0.18,0.42,0.021,3.6000000000000005,0.33,0.187,9.938,0.33999999999999997,0.41,0.106
1.0,0.6900000000000001,0.14,0.38,0.01,4.1000000000000005,0.22,0.081,9.904300000000001,0.303,0.54,0.114
1.0,0.6599999999999999,0.26,0.56,0.154,5.3,0.32,0.141,9.981,0.311,0.49,0.09300000000000001
1.0,0.71,0.34,0.31,0.052000000000000005,3.2,0.36,0.14,9.916599999999999,0.335,0.47,0.12300000000000001
1.0,0.5900000000000001,0.22,0.18,0.064,4.1000000000000005,0.28,0.12,9.9403,0.327,0.5,0.099
1.0,0.77,0.44,0.24,0.11199999999999999,3.1,0.41,0.167,9.948,0.312,0.43,0.113
1.0,0.72,0.21,0.28,0.027000000000000003,3.3000000000000003,0.38,0.094,9.9075,0.29900000000000004,0.43,0.11800000000000001
1.0,0.65,0.32,0.45,0.077,2.1999999999999997,0.31,0.097,9.9134,0.32,0.7,0.127
1.0,0.62,0.27,0.26,0.121,4.6,0.43,0.127,9.951,0.316,0.37,0.10800000000000001
1.0,0.72,0.25,0.39,0.1895,3.8,0.42,0.155,9.999,0.29700000000000004,0.47,0.09
1.0,0.67,0.31,0.31,0.099,4.0,0.1,0.175,9.953,0.346,0.55,0.114
1.0,0.72,0.26,0.44,0.071,2.7,0.25,0.126,9.93,0.302,0.34,0.111
1.0,0.61,0.17,0.28,0.045,3.3000000000000003,0.46,0.15,9.933,0.343,0.49,0.109
1.0,0.6799999999999999,0.4,0.29,0.027999999999999997,4.3999999999999995,0.27,0.097,9.904,0.312,0.42,0.11199999999999999
1.0,0.5599999999999999,0.18,0.27,0.017,3.0,0.31,0.103,9.8892,0.335,0.37,0.129
1.0,0.62,0.355,0.35,0.02,4.6,0.31,0.095,9.8822,0.306,0.46,0.136
1.0,0.63,0.18,0.36,0.012,3.4000000000000004,0.26,0.111,9.907399999999999,0.316,0.51,0.11
1.0,0.71,0.23,0.24,0.054000000000000006,3.9,0.6,0.196,9.948,0.319,0.78,0.1
1.0,0.6599999999999999,0.28,0.42,0.08199999999999999,4.3999999999999995,0.6,0.196,9.956199999999999,0.314,0.48,0.094
1.0,0.45999999999999996,0.445,0.0,0.013999999999999999,5.3,0.11,0.178,9.9426,0.379,0.55,0.102
1.0,0.71,0.37,0.32,0.013999999999999999,3.7000000000000006,0.27,0.126,9.918,0.319,0.62,0.12
1.0,0.71,0.45,0.24,0.027000000000000003,4.0,0.24,0.087,9.8862,0.294,0.38,0.134
1.0,0.65,0.36,0.31,0.1355,5.3,0.2,0.113,9.9544,0.32,0.56,0.11
1.0,0.65,0.22,0.72,0.068,4.2,0.33,0.168,9.958,0.312,0.36,0.092
1.0,0.6599999999999999,0.25,0.25,0.013000000000000001,4.0,0.28,0.085,9.8984,0.28700000000000003,0.48,0.11199999999999999
1.0,0.6900000000000001,0.19,0.6,0.04,3.7000000000000006,0.06,0.122,9.9255,0.292,0.59,0.10400000000000001
1.0,0.63,0.23,0.3,0.018000000000000002,3.3000000000000003,0.16,0.091,9.906,0.32799999999999996,0.4,0.11800000000000001
1.0,0.74,0.19,0.3,0.128,5.3,0.485,0.229,9.986,0.314,0.49,0.091
1.0,0.6599999999999999,0.31,0.37,0.062,5.2,0.13,0.164,9.9602,0.324,0.39,0.08800000000000001
1.0,0.6900000000000001,0.25,0.47,0.084,4.2,0.36,0.156,9.9604,0.315,0.55,0.094
1.0,0.65,0.18,0.33,0.013999999999999999,2.9000000000000004,0.35,0.138,9.9114,0.33599999999999997,0.6,0.115
